0	0	0	0	0	0	0	0	0	0	0	0	0	2.05798	2.69874	2.29008	0	0	0	0	2.4819	0	2.24404	0	0	1.37307	2.64505	0	2.80688	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63585	0	2.65065	0	0	0	0	0	1.52999	0	0.0674614	0	0
1	2.27531	0	0	0	0	2.23003	0	0	1.02203	0	0	0	0	0	2.1917	0	0	2.24256	2.85362	1.60858	0	0	0	0	2.32752	1.03992	0	2.50689	0	0	0	0	2.95215	0	0	0	0	0	0	0	0	1.13703	0	0	0	0	0	0	0	2.92261	0.120537	0.119862	0.00595238	0
2	2.87677	0	0	0	0	1.31429	0	0	1.12473	2.58888	2.85113	0	0	0	2.1967	0	0	2.98275	2.89084	0	0	0	2.48052	0	1.93715	1.26292	0	1.88428	0	0	0	0	2.67749	0	0	2.80761	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21511	0.239316	0.0376415	0.0119048	0
3	2.55545	0	0	2.10907	0	2.80367	2.75524	2.50158	0	1.11798	2.71374	1.32877	0	1.93807	1.17106	0	0	2.11328	0	0	0	2.31563	1.7215	0	0	1.25861	1.4518	1.02285	0	1.52992	0	1.72351	1.21482	0	0	1.44262	0	2.19229	2.64133	1.7826	2.18958	0	0	0	0	0	0	0	1.44978	2.14507	0.354605	0.0478012	0.0178571	0
4	0	0	0	0	0	2.47302	0	2.49808	0	2.64628	1.51329	2.68086	1.36457	1.45988	1.97333	0	0	1.45865	1.56921	0	0	2.05582	2.26611	2.47559	2.11724	2.67192	2.35394	0	0	0	0	2.38965	1.56548	2.01211	0	1.35435	0	2.32212	2.46333	1.85068	2.04472	2.64604	0	1.07144	0	0	0	0	1.37305	1.7465	0.464723	0.109391	0.0238095	0
5	0	0	0	0	0	1.64747	0	2.64664	0	2.50085	0	0	2.87813	2.55409	2.36403	0	0	1.61738	2.17471	2.12335	1.27074	2.89464	2.68296	1.29572	1.36754	2.31388	1.34607	0	0	2.56761	0	2.80101	0	1.38512	0	2.07103	0	1.42323	0	1.56135	1.00069	2.10951	1.24003	2.36898	0	2.28041	0	0	0	2.3269	0.568065	0.097495	0.0297619	0
6	1.01542	0	0	0	0	2.20523	0	1.47589	0	1.6477	0	0	0	2.59052	2.60974	0	0	2.9811	1.57664	1.45501	1.72944	1.88701	2.37362	0	2.58122	2.34887	0	0	0	2.52272	2.73372	1.70892	2.50917	2.98867	0	2.3271	0	0	0	1.94001	2.07457	1.73276	0	1.44986	0	1.39227	0	0	0	2.06302	0.663123	0.191447	0.0357143	0
7	1.56288	0	0	2.18456	1.35357	2.38319	1.35388	1.8643	0	2.94602	0	0	0	0	1.93771	0	0	0	2.22541	1.37318	2.85114	2.36036	2.31615	0	2.22895	1.30791	0	0	0	1.16218	2.08156	1.84164	2.0894	1.80904	2.31555	1.08075	1.07472	0	0	0	1.18052	2.61869	0	0	0	1.72503	0	0	0	2.6843	0.748511	0.228086	0.0416667	0
8	1.51252	0	0	1.96557	2.94085	1.91975	1.72403	1.94716	0	2.44963	0	0	0	0	0	0	0	0	2.8926	2.86749	2.76244	1.36911	2.83583	0	1.20105	1.84593	0	0	0	2.75995	2.17215	2.65271	2.94023	2.54937	1.98298	2.32614	1.23536	0	0	0	2.09963	2.91684	0	0	0	1.87514	0	0	0	0	0.822984	0.132335	0.047619	0
9	2.65068	0	0	2.54738	2.38538	2.59659	2.73575	2.93777	1.38176	2.46938	0	0	0	0	0	0	0	0	2.48068	1.81762	1.58055	1.66837	2.36003	0	1.2542	2.57825	0	0	0	1.35142	2.76554	1.70164	0	2.72204	1.10152	1.597	2.52657	2.2622	2.64583	1.29082	0	2.14201	0	0	0	2.3768	0	1.82078	0	0	0.885456	0.149125	0.0535714	0
10	0	0	0	2.41996	1.19577	1.21311	1.43511	0	2.82234	1.44759	0	0	0	0	0	0	0	0	1.77819	1.15459	2.11844	1.12204	1.67148	1.98058	1.82642	2.52113	1.20267	2.19514	0	2.20047	2.2134	2.35984	0	0	1.97153	1.39191	1.51615	2.23626	1.17259	2.67529	0	1.07001	0	0	0	2.93826	0	2.53785	0	0	0.935016	0.207437	0.0595238	0
11	1.6898	0	0	2.9943	0	2.67717	1.35891	0	1.33816	0	0	0	0	0	0	0	0	0	1.46891	1.75733	2.60745	2.98056	0	2.1625	2.87317	1.79754	1.31569	0	0	1.09762	2.77674	0	0	0	2.12742	0	2.15731	2.31528	1.06333	0	2.0373	2.2055	0	0	0	1.65022	0	2.94946	0	0	0.970942	0.201344	0.0654762	0
12	0	0	0	1.07232	0	1.70585	1.85839	0	1.0413	0	0	0	2.63679	0	0	0	0	0	1.32511	1.36211	0	2.68388	0	1.41039	2.97324	2.55251	1.37678	0	0	1.75979	0	0	0	0	0	0	1.75225	2.77739	1.25784	0	2.19313	2.07813	1.93298	0	0	1.70479	0	2.87969	0	0	0.992709	0.21281	0.0714286	16.7458
13	0	0	1.35301	0	2.76507	2.79348	2.6392	0	0	0	0	0	2.5775	0	0	0	2.77064	0	1.72513	2.68904	0	0	0	2.08368	2.29011	1.42176	2.41459	1.19223	0	1.88437	0	2.15699	0	1.32511	0	2.21698	2.09115	2.29723	1.5571	0	1.16923	1.2603	1.83073	0	1.48095	2.74472	0	0	2.96337	0	1	0.255813	0.077381	17.735
14	0	2.26174	2.67656	0	1.7831	1.38173	2.87851	0	0	0	0	0	0	0	0	2.18943	2.68299	2.0569	2.79907	2.22382	0	0	0	1.75901	0	2.9693	2.41174	1.79764	0	1.24619	0	0	0	1.11948	0	1.9363	2.72716	2.83745	0	2.45408	2.48105	1.75075	1.98696	0	1.09787	2.9834	0	2.23723	2.28541	0	0.992709	0.330053	0.0833333	18.6489
15	0	1.86352	2.73971	0	1.16736	2.32811	1.78967	0	0	0	0	0	0	0	0	1.04293	2.36488	1.39716	2.31066	1.76434	0	2.20683	0	1.57657	2.58028	1.70448	1.11934	2.07893	0	1.66467	0	0	0	2.47013	0	1.2447	2.50974	1.64258	0	0	2.66463	1.39923	2.65054	2.23338	1.23881	2.82484	0	1.83096	0	0	0.970942	0.225696	0.0892857	18.3965
16	0	1.13014	1.62498	0	2.25132	2.92241	2.4944	0	1.41864	0	0	0	0	0	0	1.51907	1.32145	0	1.28565	0	1.5736	1.8734	2.09934	2.53189	2.19443	0	0	0	1.17726	2.94787	2.94612	0	0	2.10703	0	0	2.42025	0	0	2.33841	2.17505	1.72322	0	1.00732	2.24787	1.86909	0	0	0	2.13036	0.935016	0.253586	0.0952381	19.002
17	0	0	1.56159	0	1.7051	2.21583	0	0	0	2.60529	0	0	0	0	2.68951	2.09945	2.55858	1.54571	1.46873	0	0	1.81561	0	1.44783	2.24744	2.88714	2.47102	0	1.17143	2.92347	0	2.26638	0	2.23669	0	0	1.0181	0	0	0	2.25536	2.92323	0	1.4437	0	2.55155	0	0	0	2.33353	0.885456	0.32316	0.10119	18.9045
18	2.02998	0	0	1.51979	1.91186	1.75193	1.54022	0	1.85289	1.97414	1.60174	0	0	1.86649	1.19075	1.51156	1.05277	2.47273	2.74605	1.501	2.0156	1.54873	0	1.32815	1.34319	2.14048	2.84424	1.47752	1.10311	2.17068	0	2.10116	0	1.89403	1.86894	0	1.09272	0	0	0	0	1.30016	0	1.57731	0	2.22972	0	0	0	2.14439	0.822984	0.260439	0.107143	21.7887
19	2.506	0	0	2.20801	0	1.95743	2.03406	0	2.29469	2.11334	0	0	0	2.95719	2.6165	1.37976	1.71538	1.33119	1.87874	2.50632	2.67485	2.43507	0	1.91051	2.89921	1.10549	2.88589	1.38632	1.47467	0	0	1.70073	0	0	2.58578	0	1.71913	0	0	1.05492	0	1.52482	1.74521	2.88604	0	1.39372	0	0	0	1.61473	0.748511	0.179735	0.113095	21.5351
20	2.23409	0	0	2.9743	0	1.23669	1.34692	0	2.32937	1.06293	0	1.51744	0	1.1193	2.62662	1.17216	2.50176	1.50293	2.7361	1.17395	1.88142	1.34645	0	2.9543	0	1.17835	1.05205	0	1.62972	0	0	1.98836	0	0	1.17259	0	2.50697	1.07804	2.26353	2.78971	0	1.1954	2.3274	1.72655	0	1.52444	0	0	0	1.53067	0.663123	0.110852	0.119048	21.3275
21	1.18551	0	0	1.78424	0	1.70006	2.7702	0	1.69026	1.20127	0	1.14864	0	2.24131	2.3985	1.84493	2.57686	2.584	1.03687	1.32524	2.492	1.67502	1.69826	0	0	1.15761	1.22441	0	2.29924	0	1.94851	1.93526	0	0	0	1.93247	2.30538	1.67615	2.79646	2.06461	0	0	0	0	1.29028	1.14745	0	0	0	2.10348	0.568065	0.0998111	0.125	21.358
22	2.56864	2.87353	0	1.47282	0	1.98219	1.92741	0	1.34704	2.86819	0	1.69434	0	2.59874	2.70202	0	1.78466	0	0	0	1.98223	0	0	0	0	0	2.13426	0	2.32968	1.73369	2.5778	1.05364	0	0	0	0	2.635	0	1.88025	1.66711	0	0	0	0	2.02749	2.3667	0	2.26433	0	2.91293	0.464723	0.0567296	0.130952	20.6448
23	1.61696	2.19118	1.14087	1.64309	0	1.47288	2.03382	0	0	2.61411	0	1.06996	0	2.21794	0	0	2.61028	0	1.58424	0	0	1.88868	0	0	0	0	2.94226	0	2.6201	2.5314	2.98291	1.45924	0	0	0	0	1.12617	0	0	1.82653	0	0	0	0	0	0	0	1.90468	0	2.37979	0.354605	-0.0140974	0.136905	19.3202
24	2.21047	1.59173	2.38183	2.76634	0	2.83197	2.28508	0	0	2.09269	0	1.34715	0	2.22646	0	0	0	1.40699	2.17622	0	0	1.41676	0	2.17454	0	0	2.23357	1.82193	1.49186	2.01419	0	1.99916	2.39164	0	0	0	2.86957	0	0	2.44845	0	0	0	0	0	0	0	2.40904	0	2.18497	0.239316	0.0668235	0.142857	19.144
25	1.35851	2.86401	2.07841	2.00521	0	0	1.24507	0	0	0	0	1.75213	2.88565	2.85713	0	1.17528	0	2.98555	2.92996	0	0	2.30763	2.69567	1.19095	2.66927	0	1.51969	2.43337	2.34093	1.77116	0	2.2304	2.52267	0	0	0	1.18712	0	0	1.82884	0	0	0	1.10176	0	0	0	2.4687	0	2.93065	0.120537	0.0911414	0.14881	19.2774
26	2.88951	2.12663	1.55191	1.51329	0	0	2.46914	0	0	0	0	0	1.71377	2.6356	0	2.63885	0	1.3887	1.38667	0	0	1.47211	1.39341	2.97023	0	0	1.04534	2.19293	2.09202	1.6979	0	0	0	0	0	0	0	0	0	2.74013	0	0	0	2.0401	0	0	0	1.76057	0	2.67238	-3.21625e-16	0.0159193	0.154762	18.0525
27	1.63396	2.13084	2.04208	1.14989	2.37022	0	2.01017	0	0	0	0	2.56783	2.35367	1.27737	0	1.39423	0	2.31022	2.84704	0	0	1.77888	0	2.64493	1.78021	0	1.01344	0	1.11093	1.14144	0	0	0	0	0	0	1.92678	0	0	0	0	1.40045	0	2.96711	0	0	0	1.23518	2.66389	0	-0.120537	-0.0779572	0.160714	18.2881
28	0	2.15092	1.84397	2.07545	0	0	1.90518	0	0	0	0	1.0481	1.00317	1.56156	0	0	0	0	1.06887	0	0	2.01279	1.0989	1.34775	2.90668	0	1.0205	0	1.33537	2.23557	0	0	0	0	0	0	1.24551	0	0	0	0	1.95068	0	1.16182	0	0	0	1.19959	2.02611	0	-0.239316	-0.0923677	0.166667	16.3489
29	0	0	2.18663	1.44291	0	0	2.38923	0	1.57192	1.23375	1.33435	1.64411	1.43376	1.85898	1.64038	0	0	2.70183	2.09426	0	1.4171	0	0	2.00236	0	0	1.06787	1.70534	2.20949	1.40083	1.11052	0	0	0	2.0641	0	0	0	0	0	1.90601	0	1.57524	2.18917	2.01228	0	0	2.75741	2.2184	2.42694	-0.354605	-0.0144346	0.172619	17.9488
30	0	0	1.92365	0	0	0	2.83977	0	0	1.78782	1.60486	0	2.99009	1.75574	2.70485	0	0	0	2.11921	0	0	0	0	0	0	1.16723	2.81151	0	2.66094	2.62668	1.56667	0	0	0	1.8728	2.20094	0	0	0	0	1.79112	1.21901	2.69756	0	1.80851	0	0	0	2.86294	2.84737	-0.464723	-0.0818193	0.178571	16.4471
31	0	0	1.81924	0	0	0	1.48551	2.51187	0	2.69936	2.90859	0	1.83758	1.57862	0	0	0	0	1.25458	0	0	0	0	0	0	2.03528	1.9791	1.79519	2.78121	1.39367	1.45547	0	0	0	1.57467	1.67917	0	0	2.02747	0	0	2.56131	2.89301	0	1.45355	0	0	0	1.41008	2.98251	-0.568065	-0.117556	0.184524	16.23
32	0	0	2.86652	0	0	0	2.00247	1.8573	0	1.28354	0	0	1.26902	2.05524	0	0	0	0	0	0	0	0	0	0	1.9313	0	1.85827	2.68099	1.40465	2.56158	1.30118	0	0	0	2.21142	1.97504	0	1.06438	1.01682	0	0	2.9181	2.80793	0	1.79069	2.72295	0	0	2.38986	2.12111	-0.663123	-0.176058	0.190476	15.5442
33	0	0	1.12284	0	0	0	1.38088	2.69992	0	2.09583	1.65077	0	0	1.93761	1.24541	0	1.29132	0	0	0	0	0	0	0	1.46614	0	0	0	2.23065	2.26465	1.30368	0	0	2.33044	0	2.89024	0	1.32674	2.2621	1.17175	0	0	1.04943	2.78175	2.35188	2.25801	0	2.20797	1.05761	2.27082	-0.748511	-0.177744	0.196429	15.76
